member_id,score_robust_z,flag_robust_z,score_isolation_forest,flag_isolation_forest,score_lof,flag_lof,anomaly_votes,ensemble_score,is_anomaly,amount_missing,is_above_benchmark,is_below_benchmark,paise_component,deviation_from_benchmark_pct,benchmark_amount,state_deviation_pct,anomaly_reasons
61,0.181,True,0.5952,True,0.0001,False,2,0.2588,True,False,True,False,98.0,22.216598625850324,147000000.0,0.22216598625850334,"['Non-round allocation (₹98.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.26)']"
62,0.0748,True,0.3205,False,0.0009,False,1,0.1321,False,False,True,False,11.0,9.178159258503404,147000000.0,0.025964503269021635,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
63,0.0,False,0.001,False,0.0,False,0,0.0004,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
64,0.0,False,0.0041,False,0.0,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
65,0.0,False,0.0001,False,0.0,False,0,0.0,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
66,0.0,False,0.0381,False,0.0003,False,0,0.0128,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
67,0.1047,True,0.3686,False,0.0001,False,1,0.1578,False,False,True,False,19.0,12.856535503401357,147000000.0,0.1285653550340136,['Non-round allocation (₹19.00 paise component) suggests interest-bearing balance accrual']
68,0.0023,True,0.1808,False,0.013,False,1,0.0653,False,False,True,False,11.0,0.28160687755103275,147000000.0,0.0028160687755103015,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
69,0.0,False,0.2322,False,0.1225,True,1,0.1182,False,False,False,False,0.0,0.0,147000000.0,-0.060284117045952365,[]
70,0.0,False,0.0228,False,0.0003,False,0,0.0077,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
71,0.2842,True,0.5045,False,0.0003,False,1,0.263,False,False,True,False,0.0,34.89365850340136,147000000.0,0.3489365850340136,['Allocation is 35% above the ₹14.7 cr full-entitlement benchmark']
72,0.0,False,0.0041,False,0.0,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
73,0.0405,True,0.3156,False,0.0005,False,1,0.1189,False,False,True,False,0.0,4.970714285714295,147000000.0,0.04572981266489156,[]
74,0.0,False,0.0001,False,0.0,False,0,0.0,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
75,0.0,False,0.0004,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
76,0.072,True,0.33,False,0.0059,False,1,0.136,False,False,True,False,11.0,8.842527285714286,147000000.0,0.022810516312450308,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
77,0.0,False,0.0399,False,0.0,False,0,0.0133,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
78,0.0,False,0.0002,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
79,0.0247,True,0.2469,False,0.0026,False,1,0.0914,False,False,True,False,4.0,3.030800027210878,147000000.0,0.03030800027210879,['Non-round allocation (₹4.00 paise component) suggests interest-bearing balance accrual']
80,0.0,False,0.0098,False,0.0003,False,0,0.0034,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
81,0.0,False,0.0535,False,0.0001,False,0,0.0179,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
82,0.041,True,0.2856,False,0.0003,False,1,0.109,False,False,True,False,1.0,5.032917693877548,147000000.0,0.05032917693877544,['Non-round allocation (₹1.00 paise component) suggests interest-bearing balance accrual']
83,0.0,False,0.0041,False,0.0,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
84,0.0,False,0.0041,False,0.0,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
85,0.0979,True,0.3138,False,0.0001,False,1,0.1373,False,False,True,False,11.0,12.022268102040833,147000000.0,0.09501220671670982,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
86,0.0,False,0.0453,False,0.0,False,0,0.0151,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
87,0.0,False,0.0041,False,0.0,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
88,0.0,False,0.2322,False,0.1225,True,1,0.1182,False,False,False,False,0.0,0.0,147000000.0,-0.060284117045952365,[]
89,0.0,False,0.0002,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
90,0.0,False,0.0381,False,0.0003,False,0,0.0128,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
91,0.0,False,0.074,False,0.0002,False,0,0.0247,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
92,0.0,False,0.0242,False,0.0006,False,0,0.0083,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
93,0.0,False,0.0836,False,0.0014,False,0,0.0284,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
94,0.0,False,0.1853,False,0.0019,False,0,0.0624,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
95,0.0,False,0.0002,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
96,0.0375,True,0.2664,False,0.0061,False,1,0.1033,False,False,True,False,11.0,4.603027965986395,147000000.0,0.02248949626648168,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
97,0.0,False,0.0135,False,0.0002,False,0,0.0046,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
98,0.0639,True,0.4288,False,0.0001,False,1,0.1643,False,False,True,False,36.0,7.8452342585034085,147000000.0,0.07845234258503411,['Non-round allocation (₹36.00 paise component) suggests interest-bearing balance accrual']
99,0.3077,True,0.5026,False,0.0002,False,1,0.2702,False,False,True,False,11.0,37.77663680952381,147000000.0,0.29470893909900814,"['Allocation is 38% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']"
100,0.0,False,0.1688,False,0.0024,False,0,0.0571,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
101,0.0,False,0.2519,False,0.0011,False,0,0.0844,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
102,0.0,False,0.0228,False,0.0003,False,0,0.0077,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
103,0.0,False,0.001,False,0.0,False,0,0.0004,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
104,0.0,False,0.0399,False,0.0,False,0,0.0133,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
105,0.0,False,0.001,False,0.0,False,0,0.0004,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
106,0.0,False,0.0098,False,0.0003,False,0,0.0034,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
107,0.0,False,0.0042,False,0.0001,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
108,0.0,False,0.2371,False,0.0037,False,0,0.0803,False,True,False,False,0.0,0.0,147000000.0,0.0,['Allocation amount is blank in the source record']
109,0.0,False,0.001,False,0.0,False,0,0.0004,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
110,0.0,False,0.0041,False,0.0,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
111,0.0,False,0.001,False,0.0,False,0,0.0004,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
112,0.0,False,0.1347,False,0.0865,True,1,0.0737,False,False,False,False,0.0,0.0,147000000.0,-0.02250487758445872,[]
113,0.0,False,0.0,False,0.0,False,0,0.0,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
114,0.0088,True,0.2743,False,0.019,False,1,0.1007,False,False,True,False,11.0,1.0744959931972886,147000000.0,0.010744959931972886,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
115,0.0731,True,0.3398,False,0.0001,False,1,0.1377,False,False,True,False,11.0,8.977510959183688,147000000.0,0.08977510959183684,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
116,0.2804,True,0.5588,True,0.0003,False,2,0.2798,True,False,True,False,11.0,34.42061640136056,147000000.0,0.34420616401360554,"['Allocation is 34% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.28)']"
117,0.0,False,0.2322,False,0.1225,True,1,0.1182,False,False,False,False,0.0,0.0,147000000.0,-0.060284117045952365,[]
118,0.0,False,0.2424,False,0.1239,True,1,0.1221,False,False,False,False,0.0,0.0,147000000.0,-0.060284117045952365,[]
119,0.0,False,0.0002,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
120,0.0,False,0.001,False,0.0,False,0,0.0004,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
121,0.0,False,0.0135,False,0.0002,False,0,0.0046,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
122,0.0,False,0.0167,False,0.0004,False,0,0.0057,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
123,0.0,False,0.0453,False,0.0,False,0,0.0151,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
124,0.0931,True,0.2996,False,0.0001,False,1,0.1309,False,False,True,False,11.0,11.43483340816327,147000000.0,0.11434833408163275,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
125,0.0,False,0.001,False,0.0,False,0,0.0004,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
126,0.0,False,0.0535,False,0.0001,False,0,0.0179,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
127,0.0,False,0.0476,False,0.0,False,0,0.0159,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
128,0.0,False,0.0041,False,0.0,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
129,0.0,False,0.0381,False,0.0003,False,0,0.0128,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
130,0.0,False,0.001,False,0.0,False,0,0.0004,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
131,0.0,False,0.0098,False,0.0003,False,0,0.0034,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
132,0.0191,True,0.5435,False,0.0012,False,1,0.1879,False,False,True,False,89.0,2.3475720340135897,147000000.0,0.023475720340135956,['Non-round allocation (₹89.00 paise component) suggests interest-bearing balance accrual']
133,0.0,False,0.0754,False,0.0004,False,0,0.0253,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
134,0.017,True,0.2856,False,0.0075,False,1,0.1034,False,False,True,False,11.0,2.089024564625852,147000000.0,0.0208902456462586,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
135,0.0744,True,0.3049,False,0.0001,False,1,0.1265,False,False,True,False,11.0,9.139432047619067,147000000.0,0.09139432047619057,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
136,0.0204,True,0.4683,False,0.0744,True,2,0.1877,True,False,True,False,11.0,2.50060483673471,147000000.0,-0.036785536225239224,"['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.19)']"
137,0.0,False,0.1688,False,0.0024,False,0,0.0571,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
138,0.0708,True,0.379,False,0.0068,False,1,0.1522,False,False,True,False,11.0,8.689872863945581,147000000.0,0.021375998465058103,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
139,0.0,False,0.1739,False,0.0024,False,0,0.0587,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
140,0.0,False,0.0424,False,0.0007,False,0,0.0143,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
141,0.0,False,0.1873,False,0.0028,False,0,0.0634,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
142,0.0092,True,0.2642,False,0.0083,False,1,0.0939,False,False,True,False,11.0,1.1355300068027319,147000000.0,0.011355300068027308,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
143,0.0,False,0.1841,False,0.0031,False,0,0.0624,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
144,0.0336,True,0.6414,True,0.0005,False,2,0.2252,True,False,True,False,82.0,4.123076748299326,147000000.0,0.04123076748299315,"['Non-round allocation (₹82.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.23)']"
145,0.0,False,0.0552,False,0.0006,False,0,0.0186,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
146,0.0559,True,0.5541,True,0.0001,False,2,0.2034,True,False,True,False,90.0,6.860792448979591,147000000.0,0.06860792448979595,"['Non-round allocation (₹90.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.20)']"
147,0.0,False,0.1867,False,0.0016,False,0,0.0628,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
148,0.0,False,0.1873,False,0.0028,False,0,0.0634,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
149,0.0,False,0.1873,False,0.0028,False,0,0.0634,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
150,0.0,False,0.211,False,0.0019,False,0,0.071,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
151,0.1298,True,0.4893,False,0.0001,False,1,0.2064,False,False,True,False,11.0,15.941517761904777,147000000.0,0.15941517761904772,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
152,0.0,False,0.1867,False,0.0016,False,0,0.0628,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
153,0.0,False,0.1688,False,0.0024,False,0,0.0571,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
154,0.0,False,0.2418,False,0.0006,False,0,0.0808,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
155,0.0703,True,0.5242,False,0.0001,False,1,0.1982,False,False,True,False,39.0,8.626043122448968,147000000.0,0.0862604312244897,['Non-round allocation (₹39.00 paise component) suggests interest-bearing balance accrual']
156,0.0,False,0.1739,False,0.0024,False,0,0.0587,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
157,0.6412,True,0.8988,True,0.0011,False,2,0.5137,True,False,True,False,35.0,78.72415670068027,147000000.0,0.7872415670068027,"['Allocation is 79% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹35.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.51)']"
158,0.0,False,0.1841,False,0.0031,False,0,0.0624,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
159,0.0,False,0.1729,False,0.0024,False,0,0.0584,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
160,0.0,False,0.0004,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
161,0.0,False,0.0228,False,0.0003,False,0,0.0077,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
162,0.0,False,0.0385,False,0.0003,False,0,0.0129,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
163,0.0,False,0.0708,False,0.0005,False,0,0.0238,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
164,0.0253,True,0.5472,True,0.0009,False,2,0.1911,True,False,True,False,91.0,3.1085053809523755,147000000.0,0.031085053809523786,"['Non-round allocation (₹91.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.19)']"
165,0.0,False,0.0399,False,0.0,False,0,0.0133,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
166,0.0,False,0.0004,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
167,0.0936,True,0.3056,False,0.0001,False,1,0.1331,False,False,True,False,11.0,11.493790551020421,147000000.0,0.11493790551020418,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
168,1.0,True,1.0,True,0.002,False,2,0.6673,True,False,True,False,86.0,122.77373527891156,147000000.0,1.2277373527891158,"['Allocation is 123% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹86.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.67)']"
169,0.0849,True,0.3072,False,0.0001,False,1,0.1307,False,False,True,False,11.0,10.418439530612256,147000000.0,0.10418439530612254,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
170,0.0269,True,0.416,False,0.0005,False,1,0.1478,False,False,True,False,41.0,3.3072438163265216,147000000.0,0.03307243816326528,['Non-round allocation (₹41.00 paise component) suggests interest-bearing balance accrual']
171,0.0,False,0.0004,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
172,0.0,False,0.0041,False,0.0,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
173,0.0,False,0.0549,False,0.0001,False,0,0.0183,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
174,0.0,False,0.0399,False,0.0,False,0,0.0133,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
175,0.0021,True,0.1779,False,0.0207,False,1,0.0669,False,False,True,False,11.0,0.2520340884353933,147000000.0,0.0025203408843538387,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']
176,0.2189,True,0.4764,False,0.0002,False,1,0.2318,False,False,True,False,11.0,26.87670007482994,147000000.0,0.2687670007482994,"['Allocation is 27% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']"
177,0.0,False,0.0549,False,0.0001,False,0,0.0183,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
178,0.0,False,0.0242,False,0.0006,False,0,0.0083,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
179,0.0,False,0.0098,False,0.0003,False,0,0.0034,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
180,0.0,False,0.0404,False,0.0,False,0,0.0135,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
181,0.0,False,0.0404,False,0.0,False,0,0.0135,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
182,0.0,False,0.2322,False,0.1225,True,1,0.1182,False,False,False,False,0.0,0.0,147000000.0,-0.060284117045952365,[]
183,0.0,False,0.0228,False,0.0003,False,0,0.0077,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
184,0.0,False,0.0708,False,0.0005,False,0,0.0238,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
185,0.0,False,0.0004,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
186,0.0136,True,0.3836,False,0.132,True,2,0.1764,True,False,True,False,11.0,1.6727245646258604,147000000.0,-0.044565258634089215,"['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.18)']"
187,0.0,False,0.0042,False,0.0001,False,0,0.0014,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
188,0.0482,True,0.5074,False,0.0001,False,1,0.1852,False,False,True,False,77.0,5.9120304557823244,147000000.0,0.0591203045578232,['Non-round allocation (₹77.00 paise component) suggests interest-bearing balance accrual']
189,0.0,False,0.0004,False,0.0,False,0,0.0001,False,False,False,False,0.0,0.0,147000000.0,0.0,[]
