member_id,risk_score,risk_level,risk_escalated,financial_risk,data_quality_risk,duplicate_risk,interest_risk,max_duplicate_similarity,flagged_duplicate_pair
161,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
162,3.3,LOW,False,0.8,12.0,0.0,0.0,0.0,False
163,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False
164,16.6,LOW,False,30.0,0.0,0.0,30.5,0.0,False
165,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
166,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
167,27.8,MEDIUM,False,50.0,12.0,0.0,31.7,0.0,False
168,46.2,HIGH,False,90.0,12.0,0.0,48.0,0.0,False
169,27.7,MEDIUM,False,50.0,12.0,0.0,31.5,0.0,False
170,16.6,LOW,False,30.0,0.0,0.0,30.5,0.0,False
171,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
172,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
173,3.0,LOW,False,1.1,0.0,12.7,0.0,0.3178,False
174,2.9,LOW,False,0.8,0.0,12.7,0.0,0.3178,False
175,9.1,LOW,False,4.0,12.0,0.0,30.0,0.0,False
176,33.1,MEDIUM,False,70.0,0.0,0.0,34.0,0.0,False
177,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
178,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
179,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False
180,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
181,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
182,2.8,LOW,False,7.1,0.0,0.0,0.0,0.0,False
183,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
184,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False
185,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
186,8.8,LOW,False,10.6,0.0,0.0,30.2,0.0,False
187,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
188,18.4,LOW,False,30.0,0.0,8.6,30.9,0.214,False
189,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
190,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
191,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False
192,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
193,1.6,LOW,False,3.9,0.0,0.0,0.0,0.0,False
194,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
195,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
196,16.6,LOW,False,30.0,0.0,0.0,30.5,0.0,False
197,4.9,LOW,False,0.0,12.0,9.4,0.0,0.236,False
198,4.7,LOW,False,0.0,12.0,8.7,0.0,0.2182,False
199,27.8,MEDIUM,False,50.0,12.0,0.0,32.2,0.0,False
200,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
201,3.2,LOW,False,0.8,0.0,14.5,0.0,0.3626,False
202,16.7,LOW,False,30.0,0.0,0.0,31.4,0.0,False
203,5.0,LOW,False,0.3,12.0,9.5,0.0,0.2381,False
204,2.8,LOW,False,0.9,0.0,12.3,0.0,0.3074,False
205,3.6,LOW,False,1.1,0.0,16.0,0.0,0.3992,False
206,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False
207,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
208,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
209,38.2,MEDIUM,False,70.0,12.0,10.2,34.2,0.2552,False
210,2.8,LOW,False,1.9,0.0,10.2,0.0,0.2552,False
211,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
212,5.1,LOW,False,0.8,12.0,8.7,0.0,0.2167,False
213,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
214,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
215,3.1,LOW,False,0.3,12.0,0.0,0.0,0.0,False
216,16.6,LOW,False,30.0,0.0,0.0,30.8,0.0,False
217,6.0,LOW,False,1.4,12.0,12.3,0.0,0.3074,False
218,5.1,LOW,False,0.1,12.0,10.2,0.0,0.256,False
219,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False
220,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
221,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
222,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
223,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
224,6.5,LOW,False,16.2,0.0,0.0,0.0,0.0,False
225,20.0,LOW,False,50.0,0.0,0.0,0.0,0.0,False
226,7.3,LOW,False,0.8,12.0,19.9,0.0,0.4986,False
227,7.3,LOW,False,0.8,12.0,19.9,0.0,0.4986,False
228,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
229,3.7,LOW,False,0.8,0.0,16.8,0.0,0.4211,False
230,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
231,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
232,1.7,LOW,False,4.2,0.0,0.0,0.0,0.0,False
233,21.6,LOW,False,30.0,12.0,10.3,30.3,0.2571,False
234,2.4,LOW,False,0.9,0.0,10.3,0.0,0.2571,False
235,2.3,LOW,False,5.8,0.0,0.0,0.0,0.0,False
236,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False
237,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False
238,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
239,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
240,36.3,MEDIUM,False,70.0,12.0,0.0,35.6,0.0,False
241,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
242,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
243,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
244,24.9,LOW,False,50.0,0.0,0.0,32.4,0.0,False
245,1.1,LOW,False,2.8,0.0,0.0,0.0,0.0,False
246,0.4,LOW,False,0.9,0.0,0.0,0.0,0.0,False
247,0.5,LOW,False,1.3,0.0,0.0,0.0,0.0,False
248,23.0,LOW,False,50.0,12.0,0.0,0.0,0.0,False
249,37.8,MEDIUM,False,70.0,12.0,8.5,33.9,0.2122,False
250,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
251,0.6,LOW,False,1.5,0.0,0.0,0.0,0.0,False
252,0.5,LOW,False,1.3,0.0,0.0,0.0,0.0,False
253,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
254,24.8,LOW,False,50.0,0.0,0.0,32.1,0.0,False
255,3.7,LOW,False,1.7,12.0,0.0,0.0,0.0,False
256,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
257,23.0,LOW,False,50.0,12.0,0.0,0.0,0.0,False
258,5.0,LOW,False,0.0,12.0,9.8,0.0,0.2461,False
259,24.9,LOW,False,50.0,0.0,0.0,32.7,0.0,False
260,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
261,4.9,LOW,False,0.0,12.0,9.4,0.0,0.2342,False
262,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
263,9.1,LOW,False,4.1,12.0,0.0,30.0,0.0,False
264,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False
265,20.0,LOW,False,50.0,0.0,0.0,0.0,0.0,False
266,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
267,2.8,LOW,False,7.1,0.0,0.0,0.0,0.0,False
268,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
269,6.8,LOW,False,4.4,12.0,10.3,0.0,0.2572,False
270,9.8,LOW,False,5.7,0.0,15.1,30.2,0.3775,False
271,31.0,MEDIUM,False,70.0,12.0,0.0,0.0,0.0,False
272,0.8,LOW,False,1.9,0.0,0.0,0.0,0.0,False
273,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
274,23.0,LOW,False,50.0,12.0,0.0,0.0,0.0,False
275,3.3,LOW,False,0.8,12.0,0.0,0.0,0.0,False
276,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
277,27.8,MEDIUM,False,50.0,12.0,0.0,31.8,0.0,False
278,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False
279,5.6,LOW,False,0.8,12.0,11.4,0.0,0.2855,False
280,29.7,MEDIUM,False,50.0,12.0,8.9,33.1,0.2226,False
281,29.7,MEDIUM,False,50.0,12.0,9.7,32.0,0.2436,False
282,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
283,4.8,LOW,False,0.3,12.0,8.5,0.0,0.2136,False
284,5.1,LOW,False,0.0,12.0,10.3,0.0,0.2585,False
285,5.1,LOW,False,0.0,12.0,10.3,0.0,0.2585,False
286,38.1,MEDIUM,False,90.0,0.0,10.3,0.0,0.2567,False
287,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
288,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
289,25.0,LOW,False,50.0,0.0,0.0,33.2,0.0,False
290,6.3,LOW,False,0.0,12.0,16.7,0.0,0.4163,False
291,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
292,12.0,LOW,False,30.0,0.0,0.0,0.0,0.0,False
293,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
294,36.2,MEDIUM,False,70.0,12.0,0.0,34.9,0.0,False
295,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
296,15.0,LOW,False,30.0,12.0,0.0,0.0,0.0,False
297,19.6,LOW,False,30.0,12.0,0.0,30.7,0.0,False
298,0.4,LOW,False,0.9,0.0,0.0,0.0,0.0,False
299,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False
300,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
301,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False
302,6.0,LOW,False,0.1,12.0,15.0,0.0,0.3742,False
303,10.8,LOW,False,4.0,12.0,8.6,30.1,0.2154,False
304,9.0,LOW,False,3.8,12.0,0.0,30.0,0.0,False
305,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
306,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
307,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
308,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
309,3.1,LOW,False,0.3,12.0,0.0,0.0,0.0,False
310,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
311,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
312,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False
313,2.4,LOW,False,1.5,0.0,9.2,0.0,0.2288,False
314,24.8,LOW,False,50.0,0.0,0.0,32.1,0.0,False
315,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
316,24.8,LOW,False,50.0,0.0,0.0,31.7,0.0,False
317,33.1,MEDIUM,False,70.0,0.0,0.0,33.8,0.0,False
318,18.5,LOW,False,30.0,0.0,9.0,31.3,0.2251,False
319,0.4,LOW,False,0.9,0.0,0.0,0.0,0.0,False
320,9.8,LOW,False,5.8,12.0,0.0,30.1,0.0,False
321,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False
322,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
323,24.8,LOW,False,50.0,0.0,0.0,32.1,0.0,False
324,39.0,MEDIUM,False,90.0,12.0,0.0,0.0,0.0,False
325,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
326,4.9,LOW,False,0.5,12.0,8.7,0.0,0.2182,False
327,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False
328,5.9,LOW,False,7.3,12.0,0.0,0.0,0.0,False
329,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
330,0.6,LOW,False,1.5,0.0,0.0,0.0,0.0,False
331,3.0,LOW,False,0.8,0.0,13.2,0.0,0.3309,False
332,5.2,LOW,False,0.8,12.0,9.2,0.0,0.2311,False
333,14.0,LOW,False,35.0,0.0,0.0,0.0,0.0,False
334,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
335,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
336,3.7,LOW,False,0.8,0.0,16.8,0.0,0.4211,False
337,6.4,LOW,False,4.8,0.0,0.0,30.0,0.0,False
338,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False
339,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
340,3.6,LOW,False,3.9,0.0,10.1,0.0,0.2532,False
341,21.6,LOW,False,30.0,12.0,10.1,30.5,0.2532,False
342,6.0,LOW,False,0.0,12.0,14.8,0.0,0.369,False
343,8.6,LOW,False,21.4,0.0,0.0,0.0,0.0,False
344,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
345,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False
346,5.5,LOW,False,1.0,12.0,10.7,0.0,0.2674,False
347,6.0,LOW,False,0.0,12.0,14.8,0.0,0.369,False
348,2.8,LOW,False,7.1,0.0,0.0,0.0,0.0,False
349,6.2,LOW,False,0.0,12.0,16.1,0.0,0.4028,False
350,8.9,LOW,False,3.4,12.0,0.0,30.0,0.0,False
351,6.3,LOW,False,0.0,12.0,16.5,0.0,0.4136,False
352,2.1,LOW,False,0.8,0.0,9.0,0.0,0.2251,False
353,5.0,LOW,False,0.0,12.0,10.2,0.0,0.256,False
354,19.7,LOW,False,30.0,12.0,0.0,31.3,0.0,False
355,4.9,LOW,False,0.0,12.0,9.6,0.0,0.2395,False
356,2.2,LOW,False,0.8,0.0,9.6,0.0,0.2395,False
357,30.3,MEDIUM,False,50.0,12.0,12.9,31.6,0.3237,False
358,4.9,LOW,False,0.0,12.0,9.4,0.0,0.236,False
359,4.9,LOW,False,0.0,12.0,9.7,0.0,0.243,False
360,4.9,LOW,False,0.0,12.0,9.5,0.0,0.2371,False
361,19.6,LOW,False,30.0,12.0,0.0,30.6,0.0,False
362,30.0,MEDIUM,False,50.0,12.0,10.3,33.2,0.258,False
363,5.1,LOW,False,0.0,12.0,10.3,0.0,0.258,False
364,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
365,5.0,LOW,False,0.0,12.0,9.8,0.0,0.2461,False
366,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
367,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
368,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
369,3.5,LOW,False,0.9,0.0,15.8,0.0,0.3955,False
370,16.6,LOW,False,30.0,0.0,0.0,30.8,0.0,False
371,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False
372,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
373,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
374,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
375,39.6,MEDIUM,False,70.0,12.0,16.1,35.7,0.4028,False
376,16.6,LOW,False,30.0,0.0,0.0,30.5,0.0,False
377,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
378,19.7,LOW,False,30.0,12.0,0.0,31.3,0.0,False
379,19.6,LOW,False,30.0,12.0,0.0,30.4,0.0,False
380,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
381,36.0,MEDIUM,False,90.0,0.0,0.0,0.0,0.0,False
382,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
383,1.5,LOW,False,3.8,0.0,0.0,0.0,0.0,False
384,3.2,LOW,False,0.5,12.0,0.0,0.0,0.0,False
385,2.5,LOW,False,1.3,0.0,9.9,0.0,0.2483,False
386,2.3,LOW,False,0.8,0.0,9.9,0.0,0.2483,False
387,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False
388,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False
389,0.4,LOW,False,0.9,0.0,0.0,0.0,0.0,False
390,15.7,LOW,False,1.0,0.0,76.3,0.0,0.7633,True
391,4.5,LOW,False,3.7,12.0,0.0,0.0,0.0,False
392,9.1,LOW,False,3.9,12.0,0.0,30.0,0.0,False
393,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False
394,16.9,LOW,False,30.0,12.0,9.3,0.0,0.2335,False
395,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
396,19.6,LOW,False,30.0,12.0,0.0,30.8,0.0,False
397,4.5,LOW,False,3.7,12.0,0.0,0.0,0.0,False
398,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False
399,25.0,MEDIUM,False,50.0,0.0,0.0,33.4,0.0,False
400,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False
401,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False
