member_id,sr_no,state,mp_name,mp_name_clean,constituency,constituency_base,constituency_category,allocated_amount,amount_missing,amount_has_paise,benchmark_amount,benchmark_ratio,log_amount,excess_over_benchmark_cr,shortfall_ratio,paise_component,state_median_amount,state_deviation_pct,state_percentile,national_percentile,is_above_benchmark,is_below_benchmark,name_quality_score,amount_missing_ind,national_median_amount,deviation_from_national_median_pct,deviation_from_state_median_pct,deviation_from_benchmark_pct,benchmark_verdict,peer_state_n
79,79,Madhya Pradesh,BHARAT SINGH KUSHWAH,BHARAT SINGH KUSHWAH,GWALIOR,GWALIOR,general,151455276.04,False,True,147000000.0,1.0303080002721088,8.180284406854398,0.4455276039999992,0.0,4.0,147000000.0,0.03030800027210879,0.7931034482758621,0.7918968692449355,True,False,0.75,0.0,147000000.0,3.030800027210879,3.030800027210879,3.030800027210878,ABOVE BENCHMARK,29
80,80,Gujarat,BHARATBHAI MANUBHAI SUTARIYA,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,AMRELI,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4807692307692308,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,26
81,81,Gujarat,Bharatsinhji Shankarji Dabhi,Bharatsinhji Shankarji Dabhi,PATAN,PATAN,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4807692307692308,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,26
82,82,Madhya Pradesh,BHARTI PARDHI,BHARTI PARDHI,BALAGHAT,BALAGHAT,general,154398389.01,False,True,147000000.0,1.0503291769387755,8.188642764602584,0.739838900999999,0.0,1.0,147000000.0,0.05032917693877544,0.896551724137931,0.8176795580110497,True,False,0.75,0.0,147000000.0,5.032917693877544,5.032917693877544,5.032917693877548,ABOVE BENCHMARK,29
83,83,Maharashtra,BHASKAR MURLIDHAR BHAGARE,BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),DINDORI,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
84,84,Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),SHIRDI,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
85,85,Chhattisgarh,BHOJRAJ NAG,BHOJRAJ NAG,KANKER(ST),KANKER,st,164672734.11,False,True,147000000.0,1.1202226810204083,8.216621696280583,1.7672734110000015,0.0,11.0,150384382.11,0.09501220671670982,1.0,0.8839779005524862,True,False,0.75,0.0,147000000.0,12.022268102040826,9.501220671670982,12.022268102040833,ABOVE BENCHMARK,11
86,86,Uttar Pradesh,Bhola Singh,Bhola Singh,BULANDSHAHR(SC),BULANDSHAHR,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
87,87,Maharashtra,BHUMARE SANDIPANRAO ASARAM,BHUMARE SANDIPANRAO ASARAM,AURANGABAD_MH,AURANGABAD (MH),general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
88,88,Andhra Pradesh,Bhupathiraju Srinivasa varma,Bhupathiraju Srinivasa varma,NARASAPURAM,NARASAPURAM,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,156430260.11,-0.060284117045952365,0.22,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,-6.028411704595237,0.0,AT BENCHMARK,25
89,89,Rajasthan,BHUPENDER YADAV,BHUPENDER YADAV,ALWAR,ALWAR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,25
90,90,Odisha,BIBHU PRASAD TARAI,BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),JAGATSINGHPUR,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.30952380952380953,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,21
91,91,Jharkhand,Bidyut Baran Mahato,Bidyut Baran Mahato,JAMSHEDPUR,JAMSHEDPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.32142857142857145,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,14
92,92,Assam,BIJULI KALITA MEDHI,BIJULI KALITA MEDHI,GUWAHATI,GUWAHATI,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.5357142857142857,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,14
93,93,Tripura,BIPLAB KUMAR DEB,BIPLAB KUMAR DEB,TRIPURA WEST,TRIPURA WEST,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.75,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,2
94,94,Andaman And Nicobar Islands,BISHNU PADA RAY,BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,1.0,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,1
95,95,Rajasthan,BRIJENDRA SINGH OLA,BRIJENDRA SINGH OLA,JHUNJHUNU,JHUNJHUNU,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,25
96,96,Chhattisgarh,BRIJMOHAN AGRAWAL,BRIJMOHAN AGRAWAL,RAIPUR,RAIPUR,general,153766451.11,False,True,147000000.0,1.046030279659864,8.186861591075663,0.6766451110000015,0.0,11.0,150384382.11,0.02248949626648168,0.7272727272727273,0.8121546961325967,True,False,0.75,0.0,147000000.0,4.603027965986405,2.248949626648168,4.603027965986395,ABOVE BENCHMARK,11
97,97,Madhya Pradesh,BUNTY VIVEK SAHU,BUNTY VIVEK SAHU,CHHINDWARA,CHHINDWARA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3620689655172414,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,29
98,98,Gujarat,C R Patil,C R Patil,NAVSARI,NAVSARI,general,158532494.36,False,True,147000000.0,1.078452342585034,8.200118292893603,1.1532494360000014,0.0,36.0,147000000.0,0.07845234258503411,0.9615384615384616,0.8379373848987108,True,False,1.0,0.0,147000000.0,7.845234258503411,7.845234258503411,7.8452342585034085,ABOVE BENCHMARK,26
99,99,Andhra Pradesh,C.M.RAMESH,C.M.RAMESH,ANAKAPALLE,ANAKAPALLE,general,202531656.11,False,True,147000000.0,1.3777663680952381,8.306492913967524,5.553165611000002,0.0,11.0,156430260.11,0.29470893909900814,1.0,0.9760589318600368,True,False,0.75,0.0,147000000.0,37.776636809523815,29.470893909900813,37.77663680952381,ABOVE BENCHMARK,25
100,100,Karnataka,CAPTAIN BRIJESH CHOWTA,BRIJESH CHOWTA,DAKSHINA KANNADA,DAKSHINA KANNADA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44642857142857145,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,28
101,101,Goa,CAPTAIN VIRIATO FERNANDES,VIRIATO FERNANDES,SOUTH GOA,SOUTH GOA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.75,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,2
102,102,Telangana,CHAMALA KIRAN KUMAR REDDY,CHAMALA KIRAN KUMAR REDDY,BHONGIR,BHONGIR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.35294117647058826,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,17
103,103,Uttar Pradesh,CHANDAN CHAUHAN,CHANDAN CHAUHAN,BIJNOR,BIJNOR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
104,104,Rajasthan,Chandra Prakash Joshi,Chandra Prakash Joshi,CHITTORGARH,CHITTORGARH,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,25
105,105,Uttar Pradesh,CHANDRA SHEKHAR,CHANDRA SHEKHAR,NAGINA(SC),NAGINA,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
106,106,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,SURENDRANAGAR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4807692307692308,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,26
107,107,Punjab,CHARANJIT SINGH CHANNI,CHARANJIT SINGH CHANNI,JALANDHAR(SC),JALANDHAR,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4583333333333333,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,12
108,108,Maharashtra,CHAVAN VASANTRAO BALWANTRAO,CHAVAN VASANTRAO BALWANTRAO,NANDED,NANDED,general,,True,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.5,,False,False,0.75,1.0,147000000.0,,0.0,0.0,ALLOCATION NOT RECORDED,49
109,109,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,CHHATRA PAL SINGH GANGWAR,BAREILLY,BAREILLY,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
110,110,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,KOLHAPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
111,111,Uttar Pradesh,CHHOTELAL,CHHOTELAL,ROBERTSGANJ(SC),ROBERTSGANJ,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
112,112,Chhattisgarh,CHINTAMANI MAHARAJ,CHINTAMANI MAHARAJ,SARGUJA(ST),SARGUJA,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,150384382.11,-0.02250487758445872,0.2727272727272727,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,-2.250487758445872,0.0,AT BENCHMARK,11
113,113,Bihar,CHIRAG PASWAN,CHIRAG PASWAN,HAJIPUR(SC),HAJIPUR,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.425,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,40
114,114,Tamil Nadu,CN Annadurai,CN Annadurai,TIRUVANNAMALAI,TIRUVANNAMALAI,general,148579509.11,False,True,147000000.0,1.0107449599319729,8.171958919154887,0.15795091100000144,0.0,11.0,147000000.0,0.010744959931972886,0.6153846153846154,0.7661141804788214,True,False,1.0,0.0,147000000.0,1.0744959931972886,1.0744959931972886,1.0744959931972886,ABOVE BENCHMARK,39
115,115,Tamil Nadu,D M Kathir Anand,D M Kathir Anand,VELLORE,VELLORE,general,160196941.11,False,True,147000000.0,1.0897751095918369,8.20465421916563,1.3196941110000013,0.0,11.0,147000000.0,0.08977510959183684,0.6923076923076923,0.856353591160221,True,False,1.0,0.0,147000000.0,8.977510959183684,8.977510959183684,8.977510959183688,ABOVE BENCHMARK,39
116,116,Tamil Nadu,D Ravikumar,D Ravikumar,VILUPPURAM(SC),VILUPPURAM,sc,197598306.11,False,True,147000000.0,1.3442061640136056,8.29578321732533,5.0598306110000015,0.0,11.0,147000000.0,0.34420616401360554,1.0,0.9668508287292817,True,False,1.0,0.0,147000000.0,34.420616401360554,34.420616401360554,34.42061640136056,ABOVE BENCHMARK,39
117,117,Andhra Pradesh,Daggubati Purandeshwari,Daggubati Purandeshwari,RAJAHMUNDRY,RAJAHMUNDRY,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,156430260.11,-0.060284117045952365,0.22,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,-6.028411704595237,0.0,AT BENCHMARK,25
118,118,Andhra Pradesh,DAGGUMALLA PRASADA RAO,DAGGUMALLA PRASADA RAO,CHITTOOR,CHITTOOR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,156430260.11,-0.060284117045952365,0.22,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,-6.028411704595237,0.0,AT BENCHMARK,25
119,119,Rajasthan,DAMODAR AGARWAL,DAMODAR AGARWAL,BHILWARA,BHILWARA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,25
120,120,Uttar Pradesh,DAROGA PRASAD SAROJ,DAROGA PRASAD SAROJ,LALGANJ (SC),LALGANJ,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
121,121,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,HOSHANGABAD,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3620689655172414,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,29
122,122,Haryana,DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,ROHTAK,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.5,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,10
123,123,Uttar Pradesh,Devendra Alias Bhole Singh,Devendra Alias Bhole Singh,AKBARPUR,AKBARPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
124,124,Bihar,DEVESH CHANDRA THAKUR,DEVESH CHANDRA THAKUR,SITAMARHI,SITAMARHI,general,163809205.11,False,True,147000000.0,1.1143483340816327,8.214338302895412,1.6809205110000014,0.0,11.0,147000000.0,0.11434833408163275,0.95,0.8766114180478821,True,False,0.75,0.0,147000000.0,11.434833408163275,11.434833408163275,11.43483340816327,ABOVE BENCHMARK,40
125,125,Uttar Pradesh,DEVESH SHAKYA,DEVESH SHAKYA,ETAH,ETAH,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
126,126,Gujarat,Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,KHEDA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4807692307692308,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,26
127,127,Maharashtra,Dhairyasheel Sambhajirao Mane,Dhairyasheel Sambhajirao Mane,HATKANANGLE,HATKANANGLE,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
128,128,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,CHANDRAPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
129,129,Odisha,DHARMENDRA PRADHAN,DHARMENDRA PRADHAN,SAMBALPUR,SAMBALPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.30952380952380953,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,21
130,130,Uttar Pradesh,DHARMENDRA YADAV,DHARMENDRA YADAV,AZAMGARH,AZAMGARH,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
131,131,Gujarat,DHAVAL LAXMANBHAI PATEL,DHAVAL LAXMANBHAI PATEL,VALSAD(ST),VALSAD,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4807692307692308,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,26
132,132,Bihar,Dileshwar Kamait,Dileshwar Kamait,SUPAUL,SUPAUL,general,150450930.89,False,True,147000000.0,1.023475720340136,8.177394879208965,0.3450930889999986,0.0,89.0,147000000.0,0.023475720340135956,0.9,0.7826887661141805,True,False,1.0,0.0,147000000.0,2.3475720340135955,2.3475720340135955,2.3475720340135897,ABOVE BENCHMARK,40
133,133,Assam,Dilip Saikia,Dilip Saikia,Darrang-Udalguri,Darrang-Udalguri,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.5357142857142857,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,14
134,134,Bihar,Dinesh Chandra Yadav,Dinesh Chandra Yadav,MADHEPURA,MADHEPURA,general,150070866.11,False,True,147000000.0,1.0208902456462585,8.176296389007137,0.30708661100000145,0.0,11.0,147000000.0,0.0208902456462586,0.875,0.7790055248618785,True,False,1.0,0.0,147000000.0,2.08902456462586,2.08902456462586,2.089024564625852,ABOVE BENCHMARK,40
135,135,Gujarat,DINESHBHAI MAKWANA,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),AHMEDABAD WEST,sc,160434965.11,False,True,147000000.0,1.0913943204761907,8.205299024169403,1.3434965110000014,0.0,11.0,147000000.0,0.09139432047619057,1.0,0.858195211786372,True,False,0.75,0.0,147000000.0,9.139432047619058,9.139432047619058,9.139432047619067,ABOVE BENCHMARK,26
136,136,Andhra Pradesh,DR BYREDDY SHABARI,BYREDDY SHABARI,NANDYAL,NANDYAL,general,150675889.11,False,True,147000000.0,1.025006048367347,8.178043762837328,0.3675889110000014,0.0,11.0,156430260.11,-0.036785536225239224,0.48,0.7845303867403315,True,False,0.6,0.0,147000000.0,2.500604836734704,-3.678553622523922,2.50060483673471,ABOVE BENCHMARK,25
137,137,Karnataka,DR C N MANJUNATH,C N MANJUNATH,BANGALORE RURAL,BANGALORE RURAL,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44642857142857145,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,28
138,138,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,Chandra Sekhar Pemmasani,GUNTUR,GUNTUR,general,159774113.11,False,True,147000000.0,1.0868987286394558,8.203506415502384,1.2774113110000014,0.0,11.0,156430260.11,0.021375998465058103,0.56,0.8453038674033149,True,False,0.85,0.0,147000000.0,8.689872863945588,2.13759984650581,8.689872863945581,ABOVE BENCHMARK,25
139,139,Punjab,DR DHARAMVIRA GANDHI,DHARAMVIRA GANDHI,PATIALA,PATIALA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4583333333333333,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,12
140,140,West Bengal,Dr Jayanta Kumar Roy,Jayanta Kumar Roy,JALPAIGURI(SC),JALPAIGURI,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44047619047619047,0.3683241252302026,False,False,0.85,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,42
141,141,Maharashtra,DR KALGE SHIVAJI BANDAPPA,KALGE SHIVAJI BANDAPPA,LATUR(SC),LATUR,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
142,142,Bihar,Dr Mohammad Jawed,Mohammad Jawed,KISHANGANJ,KISHANGANJ,general,148669229.11,False,True,147000000.0,1.0113553000680273,8.172221089499716,0.16692291100000142,0.0,11.0,147000000.0,0.011355300068027308,0.85,0.7679558011049724,True,False,0.85,0.0,147000000.0,1.1355300068027308,1.1355300068027308,1.1355300068027319,ABOVE BENCHMARK,40
143,143,Uttar Pradesh,DR RAJKUMAR SANGWAN,RAJKUMAR SANGWAN,BAGHPAT,BAGHPAT,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
144,144,Tamil Nadu,DR RANI SRI KUMAR,RANI SRI KUMAR,TENKASI(SC),TENKASI,sc,153060922.82,False,True,147000000.0,1.0412307674829933,8.184864327407295,0.6060922819999993,0.0,82.0,147000000.0,0.04123076748299315,0.6410256410256411,0.8066298342541437,True,False,0.6,0.0,147000000.0,4.123076748299315,4.123076748299315,4.123076748299326,ABOVE BENCHMARK,39
145,145,Kerala,Dr Shashi Tharoor,Shashi Tharoor,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.375,0.3683241252302026,False,False,0.85,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,20
146,146,West Bengal,Dr Sukanta Majumdar,Sukanta Majumdar,BALURGHAT,BALURGHAT,general,157085364.9,False,True,147000000.0,1.068607924489796,8.196135725210288,1.0085364900000007,0.0,90.0,147000000.0,0.06860792448979595,0.8571428571428571,0.8342541436464088,True,False,0.85,0.0,147000000.0,6.860792448979596,6.860792448979596,6.860792448979591,ABOVE BENCHMARK,42
147,147,Gujarat,DR. HEMANG JOSHI,HEMANG JOSHI,VADODARA,VADODARA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4807692307692308,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,26
148,148,Maharashtra,DR. HEMANT VISHNU SAVARA,HEMANT VISHNU SAVARA,PALGHAR(ST),PALGHAR,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
149,149,Maharashtra,DR. KIRSAN NAMDEO,KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),GADCHIROLI-CHIMUR,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
150,150,Madhya Pradesh,DR. LATA WANKHEDE,LATA WANKHEDE,SAGAR,SAGAR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3620689655172414,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,29
151,151,Kerala,DR. M.P ABDUSSAMAD SAMADANI,M.P ABDUSSAMAD SAMADANI,PONNANI,PONNANI,general,170434031.11,False,True,147000000.0,1.1594151776190478,8.231556316062433,2.3434031110000015,0.0,11.0,147000000.0,0.15941517761904772,0.85,0.9042357274401474,True,False,0.6,0.0,147000000.0,15.941517761904771,15.941517761904771,15.941517761904777,ABOVE BENCHMARK,20
152,152,Gujarat,DR. MANSUKH MANDAVIYA,MANSUKH MANDAVIYA,PORBANDAR,PORBANDAR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4807692307692308,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,26
153,153,Karnataka,DR. PRABHA MALLIKARJUN,PRABHA MALLIKARJUN,DAVANAGERE,DAVANAGERE,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44642857142857145,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,28
154,154,Odisha,DR. PRADEEP KUMAR PANIGRAHY,PRADEEP KUMAR PANIGRAHY,BERHAMPUR,BERHAMPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.30952380952380953,0.3683241252302026,False,False,0.6,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,21
155,155,Maharashtra,DR. PRASHANT YADAORAO PADOLE,PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,BHANDARA-GONDIYA,general,159680283.39,False,True,147000000.0,1.0862604312244897,8.203251294701086,1.2680283389999987,0.0,39.0,147000000.0,0.0862604312244897,0.8541666666666666,0.8416206261510129,True,False,0.6,0.0,147000000.0,8.626043122448971,8.626043122448971,8.626043122448968,ABOVE BENCHMARK,49
